,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
27983,76.0,520.0,1993,11.0,250000.0,2800.0,4.0,1.0,1799.0
27984,49.0,191.0,2003,0.0,185000.0,230.0,4.0,0.0,2300.0
27985,60.0,467.0,2010,11.0,183600.0,1500.0,0.0,1.0,5350.0
27986,22.0,269.0,2003,11.0,252000.0,1910.0,0.0,1.0,2650.0
27987,23.0,421.0,2015,3.0,160000.0,2000.0,4.0,0.0,12000.0
27988,23.0,293.0,2015,9.0,160000.0,2000.0,4.0,0.0,12000.0
27989,43.0,196.0,2011,4.0,148000.0,1800.0,2.0,0.0,11200.0
27990,33.0,115.0,1995,4.0,100000.0,1400.0,4.0,1.0,550.0
27991,48.0,538.0,2004,11.0,244940.0,1991.0,4.0,1.0,3500.0
27992,6.0,48.0,2009,10.0,40000.0,2000.0,0.0,0.0,5500.0
27993,6.0,85.0,1988,10.0,200000.0,5000.0,4.0,0.0,3000.0
27994,49.0,276.0,2016,10.0,97000.0,2000.0,0.0,0.0,32000.0
27995,56.0,54.0,2007,4.0,260000.0,1600.0,0.0,1.0,2400.0
27996,20.0,223.0,2008,2.0,52000.0,3500.0,4.0,0.0,24000.0
27997,73.0,539.0,2003,6.0,320000.0,200.0,0.0,1.0,2000.0
27998,76.0,695.0,2007,3.0,300000.0,2500.0,0.0,0.0,10000.0
27999,76.0,356.0,2010,4.0,201000.0,1400.0,4.0,1.0,6666.0
28000,6.0,85.0,2002,10.0,176000.0,4400.0,4.0,0.0,6500.0
28001,48.0,84.0,2000,10.0,240000.0,2000.0,4.0,1.0,1600.0
28002,76.0,726.0,1993,10.0,290558.0,1800.0,4.0,1.0,1100.0
28003,66.0,499.0,2007,11.0,330000.0,1600.0,3.0,1.0,2999.0
28004,39.0,593.0,2003,11.0,270000.0,1500.0,3.0,1.0,1450.0
28005,39.0,220.0,2012,11.0,180000.0,1400.0,0.0,1.0,6500.0
28006,49.0,171.0,2014,2.0,50000.0,1843.0,4.0,0.0,17500.0
28007,73.0,766.0,2011,4.0,153000.0,999.0,4.0,1.0,5900.0
28008,66.0,587.0,2016,4.0,54000.0,1600.0,4.0,0.0,11000.0
28009,60.0,364.0,2010,6.0,210000.0,1500.0,0.0,1.0,5800.0
28010,6.0,72.0,2003,10.0,250000.0,2200.0,4.0,0.0,6800.0
28011,58.0,217.0,2005,3.0,175842.0,320.0,3.0,0.0,11500.0
28012,33.0,624.0,2007,3.0,200900.0,2200.0,0.0,0.0,8300.0
28013,76.0,356.0,2015,11.0,140624.0,1197.0,4.0,0.0,10000.0
28014,6.0,48.0,2009,10.0,333000.0,2000.0,0.0,1.0,5800.0
28015,60.0,364.0,2011,11.0,215000.0,1500.0,0.0,0.0,6490.0
28016,60.0,467.0,2006,10.0,185000.0,1400.0,4.0,1.0,2750.0
28017,66.0,312.0,2008,1.0,230000.0,1200.0,3.0,1.0,3900.0
28018,73.0,141.0,2015,11.0,159000.0,1500.0,0.0,1.0,8299.0
28019,77.0,756.0,2004,9.0,279000.0,2500.0,0.0,0.0,8900.0
28020,77.0,754.0,2010,3.0,162000.0,2400.0,0.0,0.0,12500.0
28021,33.0,624.0,2003,3.0,235000.0,2400.0,3.0,1.0,4700.0
28022,5.0,123.0,2009,11.0,187000.0,2000.0,4.0,0.0,11000.0
28023,54.0,404.0,2011,3.0,81000.0,1600.0,4.0,1.0,7500.0
28024,73.0,246.0,2005,4.0,135000.0,1400.0,0.0,1.0,3300.0
28025,54.0,744.0,2016,3.0,26000.0,1600.0,0.0,0.0,10500.0
28026,77.0,756.0,2008,9.0,187000.0,2400.0,0.0,0.0,8200.0
28027,73.0,588.0,2016,9.0,12000.0,2000.0,2.0,0.0,13000.0
28028,15.0,181.0,2005,4.0,123000.0,1400.0,4.0,1.0,1850.0
28029,31.0,309.0,2006,6.0,146000.0,1700.0,4.0,1.0,3200.0
28030,23.0,321.0,2000,11.0,189000.0,1400.0,4.0,1.0,1350.0
28031,49.0,276.0,2004,11.0,220000.0,2700.0,0.0,0.0,4800.0
28032,6.0,750.0,2010,9.0,111000.0,3000.0,4.0,0.0,9500.0
28033,66.0,312.0,2005,11.0,189300.0,1400.0,0.0,1.0,1700.0
28034,31.0,398.0,2013,4.0,102000.0,1500.0,2.0,0.0,5200.0
28035,60.0,364.0,2010,6.0,156000.0,1400.0,4.0,1.0,3300.0
28036,73.0,431.0,2015,9.0,35000.0,2700.0,4.0,0.0,19500.0
28037,6.0,48.0,2009,11.0,189000.0,2000.0,0.0,0.0,4700.0
28038,15.0,176.0,2017,4.0,38000.0,1000.0,4.0,0.0,5700.0
28039,76.0,533.0,2003,4.0,136000.0,1400.0,4.0,1.0,1550.0
28040,5.0,109.0,2006,10.0,145000.0,2400.0,4.0,1.0,4400.0
28041,76.0,520.0,1999,10.0,189000.0,1800.0,4.0,0.0,1700.0
28042,66.0,312.0,2009,4.0,200000.0,1200.0,4.0,1.0,3650.0
28043,76.0,533.0,2011,4.0,166000.0,1200.0,0.0,1.0,5500.0
28044,73.0,247.0,2006,6.0,350000.0,2200.0,0.0,1.0,7450.0
28045,55.0,722.0,1992,10.0,230000.0,1600.0,3.0,1.0,1200.0
28046,76.0,356.0,1995,4.0,340000.0,1780.0,4.0,1.0,1250.0
28047,66.0,499.0,2007,4.0,136000.0,1400.0,4.0,1.0,2500.0
28048,73.0,431.0,2006,9.0,180000.0,2700.0,4.0,0.0,9200.0
28049,55.0,248.0,1997,4.0,420000.0,1496.0,0.0,1.0,1200.0
28050,39.0,550.0,2008,4.0,121000.0,1600.0,4.0,1.0,3100.0
28051,13.0,257.0,2014,10.0,65000.0,1600.0,4.0,1.0,3700.0
28052,31.0,231.0,2010,4.0,125600.0,1400.0,4.0,1.0,3300.0
28053,39.0,222.0,2015,2.0,95000.0,1600.0,4.0,0.0,6800.0
28054,73.0,141.0,2006,4.0,125000.0,1400.0,4.0,1.0,2700.0
28055,52.0,113.0,2010,3.0,125000.0,2000.0,4.0,0.0,4200.0
28056,49.0,448.0,2007,9.0,223000.0,3000.0,0.0,0.0,8900.0
28057,60.0,467.0,2010,4.0,156000.0,1500.0,0.0,1.0,3150.0
28058,43.0,387.0,2001,10.0,135200.0,2000.0,4.0,1.0,2600.0
28059,66.0,587.0,2013,10.0,102000.0,1400.0,4.0,0.0,5300.0
28060,55.0,248.0,2009,4.0,132000.0,1400.0,4.0,0.0,3100.0
28061,13.0,209.0,2014,9.0,75000.0,2400.0,4.0,0.0,8900.0
28062,66.0,499.0,2014,10.0,56000.0,1400.0,4.0,1.0,5900.0
28063,33.0,115.0,2017,10.0,89000.0,1400.0,4.0,1.0,4800.0
28064,73.0,545.0,2007,4.0,165000.0,1500.0,2.0,0.0,2500.0
28065,55.0,722.0,2008,10.0,180000.0,1600.0,4.0,1.0,4500.0
28066,18.0,649.0,2006,4.0,85000.0,1300.0,4.0,0.0,2200.0
28067,56.0,4.0,2006,4.0,89000.0,1000.0,4.0,1.0,1400.0
28068,48.0,46.0,2011,4.0,93000.0,1600.0,4.0,0.0,5200.0
28069,39.0,655.0,2010,11.0,123000.0,1600.0,4.0,0.0,5200.0
28070,49.0,170.0,2008,10.0,240096.0,2002.0,0.0,0.0,8000.0
28071,6.0,748.0,2005,3.0,189000.0,2500.0,4.0,0.0,4500.0
28072,31.0,231.0,2018,4.0,14000.0,1500.0,4.0,0.0,14300.0
28073,6.0,72.0,2001,11.0,403457.0,2500.0,0.0,0.0,5550.0
28074,73.0,713.0,2009,11.0,158000.0,1400.0,0.0,1.0,7200.0
28075,22.0,555.0,2011,2.0,260000.0,1300.0,0.0,1.0,4850.0
28076,33.0,284.0,2001,4.0,300000.0,1600.0,4.0,1.0,1500.0
28077,6.0,48.0,2004,4.0,290000.0,1800.0,4.0,1.0,4500.0
28078,31.0,116.0,2017,10.0,65000.0,2000.0,2.0,0.0,15000.0
28079,33.0,773.0,2013,4.0,233300.0,1100.0,4.0,1.0,3600.0
28080,31.0,116.0,2019,10.0,29000.0,2000.0,2.0,0.0,15300.0
28081,55.0,139.0,2005,11.0,190000.0,1400.0,4.0,1.0,3200.0
28082,75.0,27.0,1984,10.0,2000.0,1300.0,3.0,1.0,20000.0
28083,49.0,191.0,2003,0.0,185000.0,2300.0,4.0,0.0,2300.0
28084,66.0,672.0,2003,10.0,134000.0,2800.0,4.0,0.0,5200.0
28085,73.0,141.0,2016,11.0,143000.0,1400.0,0.0,1.0,8500.0
28086,5.0,104.0,2005,4.0,100000.0,1420.0,0.0,1.0,950.0
28087,33.0,624.0,2018,9.0,68000.0,2199.0,0.0,0.0,24899.0
28088,39.0,654.0,2018,9.0,72000.0,1995.0,0.0,0.0,25099.0
28089,39.0,654.0,2018,9.0,91000.0,2199.0,0.0,0.0,23199.0
28090,39.0,654.0,2018,9.0,136000.0,1995.0,0.0,0.0,19399.0
28091,39.0,494.0,2017,3.0,92000.0,1580.0,2.0,0.0,14099.0
28092,39.0,654.0,2016,9.0,137000.0,1995.0,0.0,0.0,17399.0
28093,39.0,216.0,2020,6.0,14000.0,2151.0,0.0,0.0,34199.0
28094,39.0,667.0,2018,3.0,158000.0,1582.0,0.0,0.0,12199.0
28095,39.0,666.0,2017,4.0,88000.0,1998.0,4.0,0.0,23499.0
28096,39.0,216.0,2018,6.0,125000.0,2199.0,0.0,0.0,20799.0
28097,39.0,634.0,2019,3.0,12000.0,1582.0,0.0,0.0,22499.0
28098,39.0,654.0,2017,9.0,53000.0,1995.0,0.0,0.0,19499.0
28099,68.0,591.0,2017,9.0,135000.0,2157.0,0.0,0.0,21499.0
28100,39.0,216.0,2021,6.0,100.0,2151.0,0.0,0.0,34299.0
28101,39.0,129.0,2019,9.0,53000.0,2959.0,0.0,0.0,44999.0
28102,55.0,722.0,1992,10.0,1234.0,1600.0,4.0,1.0,1050.0
28103,54.0,535.0,1989,6.0,100000.0,200.0,4.0,1.0,1000.0
28104,43.0,487.0,2018,3.0,50000.0,200.0,2.0,0.0,35000.0
28105,76.0,204.0,2013,11.0,190000.0,1600.0,0.0,1.0,5600.0
28106,6.0,750.0,2002,9.0,265000.0,3000.0,0.0,0.0,4499.0
28107,60.0,680.0,2016,11.0,160000.0,1500.0,0.0,0.0,11500.0
28108,58.0,517.0,2014,4.0,50000.0,3000.0,4.0,0.0,42000.0
28109,6.0,48.0,2004,10.0,30000.0,1800.0,3.0,1.0,3999.0
28110,49.0,735.0,2001,11.0,265000.0,2200.0,0.0,1.0,2750.0
28111,60.0,409.0,2017,3.0,155000.0,1500.0,0.0,0.0,12290.0
28112,5.0,1.0,1988,11.0,500000.0,1800.0,4.0,1.0,750.0
28113,55.0,139.0,2007,4.0,230000.0,1700.0,0.0,1.0,4300.0
28114,49.0,732.0,2005,6.0,370000.0,2200.0,0.0,1.0,7500.0
28115,55.0,139.0,2011,11.0,28000.0,1300.0,0.0,1.0,6100.0
28116,73.0,141.0,2009,4.0,280000.0,1400.0,0.0,1.0,5800.0
28117,23.0,321.0,2015,11.0,200000.0,1499.0,0.0,1.0,7650.0
28118,49.0,276.0,2000,10.0,25000.0,2200.0,0.0,1.0,4700.0
28119,76.0,520.0,2002,10.0,270000.0,1984.0,4.0,1.0,3600.0
28120,49.0,600.0,1995,10.0,300000.0,2800.0,3.0,0.0,3000.0
28121,55.0,772.0,2008,11.0,245000.0,1900.0,0.0,1.0,2950.0
28122,73.0,141.0,2016,4.0,207737.0,1798.0,2.0,0.0,12600.0
28123,33.0,624.0,2004,11.0,123456.0,2000.0,0.0,1.0,3000.0
28124,49.0,276.0,1993,10.0,123456.0,2500.0,0.0,1.0,2000.0
28125,49.0,735.0,2016,6.0,270000.0,2143.0,0.0,0.0,23999.0
28126,76.0,696.0,2012,11.0,161700.0,1400.0,4.0,1.0,8100.0
28127,66.0,499.0,2013,11.0,230000.0,1200.0,4.0,1.0,6990.0
28128,75.0,30.0,2000,4.0,1111.0,1500.0,4.0,1.0,400.0
28129,43.0,387.0,2010,10.0,198000.0,2200.0,0.0,1.0,6500.0
28130,66.0,768.0,2012,3.0,88000.0,1400.0,4.0,1.0,7900.0
28131,6.0,72.0,1989,10.0,314000.0,2500.0,4.0,1.0,2000.0
28132,6.0,72.0,1997,10.0,210000.0,200.0,3.0,1.0,3500.0
28133,75.0,35.0,2001,4.0,200000.0,1499.0,4.0,1.0,999.0
28134,76.0,696.0,2013,11.0,240000.0,1600.0,0.0,1.0,6000.0
28135,60.0,412.0,2001,11.0,260560.0,1400.0,4.0,1.0,1699.0
28136,76.0,520.0,2001,10.0,305461.0,1900.0,0.0,1.0,1850.0
28137,75.0,28.0,1990,10.0,17800.0,1300.0,3.0,1.0,10000.0
28138,16.0,442.0,2009,6.0,400000.0,1390.0,3.0,1.0,2150.0
28139,66.0,312.0,2015,6.0,153450.0,1399.0,0.0,1.0,6500.0
28140,43.0,196.0,2015,4.0,177000.0,1800.0,2.0,0.0,13350.0
28141,76.0,674.0,2009,9.0,220000.0,1400.0,4.0,1.0,7200.0
28142,5.0,559.0,2017,11.0,97000.0,3000.0,0.0,0.0,37000.0
28143,75.0,31.0,1990,4.0,84822.0,1500.0,4.0,1.0,14500.0
28144,49.0,735.0,2004,6.0,111111.0,2200.0,0.0,1.0,10800.0
28145,43.0,579.0,2008,9.0,152000.0,3300.0,2.0,0.0,14999.0
28146,33.0,710.0,2016,3.0,52000.0,1995.0,0.0,0.0,14400.0
28147,15.0,157.0,1989,4.0,190000.0,1360.0,4.0,1.0,1200.0
28148,52.0,510.0,2013,9.0,167000.0,2000.0,5.0,0.0,12999.0
28149,76.0,399.0,2007,10.0,140000.0,1600.0,4.0,1.0,4700.0
28150,54.0,567.0,2007,11.0,198000.0,2000.0,0.0,1.0,7500.0
28151,49.0,276.0,2003,10.0,340000.0,1800.0,4.0,0.0,7000.0
28152,65.0,388.0,2011,11.0,267000.0,1200.0,0.0,1.0,4650.0
28153,33.0,351.0,2005,4.0,230000.0,1500.0,0.0,1.0,2850.0
28154,60.0,409.0,2018,3.0,111000.0,1500.0,0.0,0.0,13100.0
28155,23.0,332.0,2010,6.0,188800.0,1440.0,4.0,1.0,4600.0
28156,73.0,246.0,2006,4.0,220000.0,1400.0,0.0,1.0,4750.0
28157,49.0,170.0,2000,10.0,300000.0,2200.0,0.0,1.0,2950.0
28158,18.0,682.0,2008,9.0,100000.0,1500.0,3.0,1.0,6000.0
28159,33.0,710.0,2005,3.0,220810.0,2000.0,4.0,1.0,5500.0
28160,16.0,275.0,2011,3.0,191500.0,1500.0,0.0,1.0,7450.0
28161,15.0,178.0,2007,10.0,17888.0,1100.0,4.0,1.0,2650.0
28162,48.0,59.0,1996,10.0,200000.0,1500.0,4.0,1.0,1900.0
28163,73.0,246.0,2016,10.0,91000.0,1400.0,0.0,1.0,10390.0
28164,56.0,20.0,2007,4.0,250000.0,1400.0,0.0,1.0,3799.0
28165,60.0,364.0,2004,6.0,250000.0,1500.0,0.0,1.0,2800.0
28166,42.0,584.0,2008,3.0,307000.0,2700.0,0.0,0.0,11490.0
28167,73.0,246.0,2016,10.0,63000.0,1400.0,0.0,1.0,10490.0
28168,31.0,193.0,2010,3.0,215000.0,2200.0,0.0,1.0,12690.0
28169,60.0,467.0,2017,4.0,177000.0,1500.0,0.0,0.0,11490.0
28170,22.0,270.0,2006,6.0,136000.0,1300.0,0.0,1.0,2199.0
28171,31.0,193.0,2006,9.0,111111.0,2000.0,3.0,1.0,7550.0
28172,66.0,499.0,2000,4.0,111111.0,1600.0,4.0,1.0,1350.0
28173,48.0,78.0,2007,10.0,195000.0,2300.0,3.0,0.0,4500.0
28174,33.0,624.0,2014,3.0,230000.0,2200.0,0.0,0.0,17500.0
28175,73.0,588.0,2007,3.0,300000.0,2002.0,0.0,1.0,8200.0
28176,49.0,276.0,2003,10.0,400000.0,2700.0,0.0,0.0,4700.0
28177,6.0,72.0,1992,10.0,222222.0,2000.0,4.0,1.0,1500.0
28178,5.0,89.0,1984,10.0,800000.0,1600.0,0.0,1.0,1000.0
28179,31.0,193.0,2014,3.0,180000.0,2000.0,4.0,0.0,13500.0
28180,41.0,687.0,1994,11.0,221685.0,2000.0,4.0,1.0,900.0
28181,76.0,356.0,2005,4.0,216000.0,200.0,4.0,0.0,6000.0
28182,77.0,756.0,2011,3.0,270000.0,2400.0,0.0,0.0,14500.0
28183,55.0,139.0,1994,10.0,186056.0,1600.0,4.0,1.0,1500.0
28184,16.0,440.0,2012,6.0,199000.0,1500.0,0.0,1.0,6490.0
28185,55.0,139.0,2007,11.0,240000.0,1900.0,0.0,1.0,5399.0
28186,49.0,276.0,2013,11.0,215000.0,2200.0,0.0,0.0,16500.0
28187,76.0,640.0,1997,6.0,420000.0,1984.0,4.0,1.0,2300.0
28188,73.0,588.0,2021,3.0,5900.0,2500.0,2.0,0.0,32800.0
28189,75.0,31.0,1992,4.0,300000.0,1500.0,4.0,1.0,7000.0
28190,16.0,441.0,2006,10.0,218900.0,1400.0,4.0,1.0,2350.0
28191,6.0,750.0,2012,9.0,89000.0,3000.0,4.0,0.0,15900.0
28192,14.0,633.0,2014,10.0,30000.0,2400.0,4.0,0.0,7600.0
28193,58.0,517.0,2018,10.0,34000.0,2894.0,4.0,0.0,85000.0
28194,6.0,85.0,2005,10.0,250000.0,4000.0,3.0,0.0,10000.0
28195,6.0,750.0,2010,9.0,121000.0,3000.0,0.0,0.0,31000.0
28196,60.0,467.0,2012,11.0,172000.0,1500.0,0.0,1.0,6350.0
28197,49.0,276.0,2017,10.0,109000.0,1991.0,5.0,0.0,32900.0
28198,76.0,695.0,2003,9.0,300000.0,2500.0,0.0,1.0,6000.0
28199,60.0,467.0,2005,4.0,350000.0,1500.0,0.0,1.0,1950.0
28200,73.0,766.0,2008,10.0,144000.0,1298.0,4.0,0.0,5000.0
28201,6.0,48.0,1997,10.0,347000.0,1600.0,4.0,1.0,2400.0
28202,23.0,321.0,2010,4.0,186000.0,1560.0,0.0,1.0,3100.0
28203,55.0,468.0,2006,5.0,278000.0,1248.0,0.0,1.0,3300.0
28204,60.0,409.0,2016,3.0,140000.0,1500.0,0.0,0.0,12000.0
28205,60.0,412.0,2014,6.0,215000.0,1500.0,0.0,1.0,6000.0
28206,76.0,356.0,2009,4.0,200000.0,200.0,0.0,1.0,6500.0
28207,76.0,696.0,2006,6.0,284000.0,2000.0,0.0,0.0,6300.0
28208,16.0,623.0,2017,10.0,36000.0,900.0,4.0,1.0,7300.0
28209,6.0,750.0,2008,9.0,272000.0,3000.0,0.0,0.0,18999.0
28210,49.0,639.0,1995,10.0,430000.0,2000.0,3.0,0.0,3200.0
28211,73.0,247.0,2009,6.0,138500.0,1794.0,4.0,1.0,7500.0
28212,23.0,316.0,2003,4.0,267000.0,1399.0,0.0,1.0,2100.0
28213,66.0,499.0,2011,11.0,167000.0,1800.0,4.0,0.0,7600.0
28214,60.0,235.0,2011,11.0,132000.0,1200.0,4.0,1.0,4400.0
28215,6.0,72.0,2004,10.0,296000.0,2500.0,0.0,1.0,8900.0
28216,6.0,72.0,1997,10.0,486000.0,2500.0,0.0,1.0,3000.0
28217,55.0,248.0,2010,2.0,220000.0,1300.0,0.0,1.0,4100.0
28218,69.0,391.0,2000,11.0,320000.0,2000.0,3.0,0.0,2000.0
28219,49.0,170.0,2013,10.0,124300.0,1800.0,4.0,0.0,9250.0
28220,55.0,139.0,2008,11.0,178000.0,1300.0,0.0,1.0,4800.0
28221,66.0,587.0,2016,4.0,83000.0,1461.0,0.0,0.0,7999.0
28222,76.0,356.0,2009,4.0,181200.0,1390.0,4.0,1.0,7900.0
28223,49.0,191.0,2006,0.0,111546.0,3500.0,4.0,0.0,7400.0
28224,54.0,567.0,2011,3.0,200000.0,1500.0,0.0,1.0,7900.0
28225,45.0,453.0,2013,10.0,188321.0,2000.0,2.0,0.0,9600.0
28226,31.0,116.0,2014,10.0,195564.0,2000.0,5.0,0.0,10890.0
28227,73.0,382.0,2017,3.0,114300.0,3500.0,2.0,0.0,32400.0
28228,31.0,231.0,2021,10.0,336.0,2000.0,4.0,0.0,11600.0
28229,66.0,312.0,2011,11.0,155000.0,1200.0,0.0,1.0,4800.0
28230,75.0,25.0,1975,10.0,9000.0,1500.0,4.0,1.0,10000.0
28231,70.0,400.0,2007,0.0,140000.0,1340.0,4.0,1.0,3950.0
28232,55.0,722.0,1995,10.0,111111.0,2000.0,4.0,1.0,1050.0
28233,73.0,766.0,2013,4.0,104109.0,1300.0,4.0,0.0,7450.0
28234,65.0,122.0,2001,6.0,211000.0,2000.0,3.0,1.0,4200.0
28235,42.0,584.0,2018,9.0,75000.0,3000.0,0.0,0.0,62000.0
28236,31.0,193.0,2007,9.0,164000.0,2396.0,3.0,0.0,9300.0
28237,31.0,116.0,2006,10.0,232000.0,2000.0,4.0,0.0,7000.0
28238,69.0,391.0,1993,11.0,171000.0,1994.0,4.0,1.0,3500.0
28239,76.0,533.0,2007,10.0,220000.0,1200.0,3.0,1.0,3200.0
28240,48.0,78.0,2004,10.0,114000.0,2300.0,3.0,0.0,4000.0
28241,15.0,184.0,2011,10.0,186000.0,1600.0,0.0,1.0,7200.0
28242,43.0,343.0,1995,10.0,400000.0,3000.0,3.0,0.0,3300.0
28243,43.0,292.0,2013,10.0,167000.0,2500.0,2.0,0.0,16500.0
28244,73.0,145.0,2005,11.0,200183.0,2000.0,0.0,1.0,5000.0
28245,76.0,399.0,2015,10.0,95000.0,2000.0,0.0,1.0,8650.0
28246,49.0,276.0,1994,10.0,265000.0,2500.0,0.0,1.0,4999.0
28247,43.0,487.0,2016,9.0,90100.0,2494.0,2.0,0.0,27500.0
28248,49.0,170.0,2012,10.0,116000.0,1800.0,4.0,0.0,12700.0
28249,76.0,356.0,2010,4.0,156000.0,1400.0,4.0,1.0,8999.0
28250,16.0,441.0,2010,11.0,172000.0,1398.0,4.0,1.0,4199.0
28251,73.0,713.0,2010,1.0,139046.0,1400.0,0.0,1.0,7990.0
28252,73.0,145.0,2012,10.0,130000.0,1798.0,4.0,1.0,10200.0
28253,16.0,441.0,2008,6.0,1234.0,1600.0,3.0,1.0,3500.0
28254,75.0,37.0,2004,4.0,111222.0,1500.0,3.0,1.0,2800.0
28255,55.0,248.0,2005,4.0,187000.0,1300.0,0.0,1.0,3050.0
28256,52.0,510.0,2015,9.0,169000.0,2000.0,5.0,0.0,15500.0
28257,55.0,120.0,2005,4.0,98000.0,1000.0,4.0,1.0,1200.0
28258,15.0,176.0,2013,4.0,35000.0,1000.0,4.0,0.0,2800.0
28259,69.0,324.0,2006,9.0,180000.0,2000.0,4.0,0.0,2500.0
28260,76.0,696.0,2012,6.0,132000.0,1400.0,3.0,0.0,4300.0
28261,73.0,727.0,2009,3.0,120000.0,2400.0,4.0,0.0,8700.0
28262,56.0,54.0,2006,4.0,189000.0,1400.0,4.0,1.0,2200.0
28263,33.0,369.0,2008,10.0,500000.0,2200.0,0.0,0.0,3200.0
28264,49.0,639.0,1995,10.0,481000.0,2200.0,3.0,0.0,4000.0
28265,55.0,722.0,1994,10.0,200000.0,2000.0,4.0,0.0,1500.0
28266,73.0,464.0,2010,4.0,80000.0,1800.0,4.0,0.0,7500.0
28267,49.0,448.0,2013,9.0,215000.0,2500.0,0.0,0.0,23300.0
28268,73.0,141.0,2015,11.0,177000.0,1800.0,2.0,0.0,11700.0
28269,54.0,744.0,2018,9.0,64000.0,1995.0,0.0,0.0,23600.0
28270,73.0,246.0,2006,4.0,240000.0,1400.0,0.0,1.0,6300.0
28271,23.0,475.0,2001,4.0,300000.0,1800.0,3.0,1.0,2350.0
28272,52.0,510.0,2005,3.0,150000.0,2000.0,4.0,1.0,4000.0
28273,16.0,440.0,2012,5.0,174500.0,1500.0,0.0,1.0,6300.0
28274,23.0,475.0,2008,11.0,180000.0,2000.0,0.0,1.0,4200.0
28275,49.0,600.0,2008,10.0,180000.0,3000.0,0.0,0.0,11000.0
28276,6.0,72.0,2013,10.0,170000.0,3000.0,2.0,0.0,11000.0
28277,39.0,654.0,2004,9.0,300000.0,2500.0,0.0,0.0,5800.0
28278,39.0,528.0,2003,4.0,185000.0,1300.0,4.0,1.0,1600.0
28279,55.0,240.0,2014,11.0,69143.0,1500.0,0.0,1.0,5800.0
28280,76.0,356.0,2007,4.0,91000.0,1600.0,3.0,1.0,3800.0
28281,73.0,766.0,2005,4.0,119119.0,1400.0,0.0,0.0,2350.0
28282,76.0,691.0,2008,3.0,178000.0,1986.0,0.0,1.0,6450.0
28283,49.0,341.0,2012,3.0,188000.0,2200.0,0.0,0.0,18350.0
28284,6.0,750.0,2005,9.0,191240.0,3000.0,0.0,0.0,6666.0
28285,76.0,520.0,2005,10.0,224000.0,200.0,0.0,1.0,5200.0
28286,23.0,332.0,2017,10.0,91000.0,2000.0,2.0,0.0,13700.0
28287,55.0,722.0,1996,10.0,435000.0,1700.0,0.0,1.0,1600.0
28288,54.0,404.0,2014,3.0,59658.0,1600.0,4.0,0.0,12999.0
28289,76.0,705.0,2001,6.0,247000.0,2461.0,0.0,1.0,5450.0
28290,56.0,19.0,2005,10.0,209271.0,1124.0,4.0,1.0,2300.0
28291,73.0,145.0,2009,10.0,188651.0,1795.0,4.0,0.0,7800.0
28292,49.0,735.0,2007,6.0,2222.0,2200.0,0.0,1.0,7700.0
28293,49.0,170.0,2003,10.0,214000.0,1800.0,3.0,1.0,4800.0
28294,76.0,356.0,1996,4.0,350000.0,1400.0,4.0,1.0,900.0
28295,54.0,567.0,2010,3.0,200000.0,1499.0,0.0,1.0,7500.0
28296,66.0,312.0,2008,1.0,328000.0,1198.0,4.0,1.0,3550.0
28297,49.0,170.0,2012,11.0,218000.0,2200.0,0.0,0.0,13300.0
28298,52.0,510.0,2004,9.0,223352.0,2000.0,4.0,1.0,4600.0
28299,73.0,141.0,2011,4.0,213000.0,1400.0,0.0,1.0,7490.0
28300,76.0,533.0,2011,4.0,192000.0,1200.0,0.0,1.0,4950.0
28301,6.0,72.0,1998,10.0,111111.0,2500.0,0.0,0.0,2300.0
28302,77.0,756.0,2018,9.0,52000.0,2000.0,0.0,0.0,24000.0
28303,6.0,751.0,2015,9.0,116000.0,381.0,4.0,0.0,25000.0
28304,76.0,212.0,2003,6.0,280000.0,2498.0,0.0,1.0,7900.0
28305,5.0,109.0,2002,11.0,330000.0,2500.0,0.0,0.0,4500.0
28306,49.0,600.0,2009,10.0,220000.0,3500.0,4.0,0.0,12990.0
28307,9.0,307.0,2010,4.0,91000.0,1600.0,3.0,1.0,1000.0
28308,55.0,468.0,2011,5.0,210000.0,1300.0,0.0,1.0,5000.0
28309,60.0,467.0,2006,11.0,270000.0,1500.0,0.0,1.0,3800.0
28310,76.0,356.0,2005,4.0,280000.0,1400.0,3.0,1.0,3300.0
28311,5.0,109.0,2005,11.0,270000.0,2998.0,0.0,0.0,6999.0
28312,6.0,48.0,2020,10.0,70000.0,2000.0,0.0,0.0,34500.0
28313,60.0,236.0,2008,10.0,182000.0,1400.0,4.0,1.0,3000.0
28314,49.0,276.0,2007,10.0,260000.0,2200.0,0.0,0.0,9700.0
28315,66.0,499.0,2009,11.0,165000.0,1798.0,4.0,1.0,7990.0
28316,55.0,139.0,2005,4.0,210000.0,1400.0,4.0,0.0,3400.0
28317,6.0,72.0,2004,11.0,249000.0,2993.0,0.0,0.0,9600.0
28318,76.0,356.0,2008,1.0,234549.0,1400.0,4.0,1.0,5300.0
28319,76.0,356.0,2002,11.0,315000.0,1900.0,0.0,1.0,4400.0
28320,52.0,477.0,2003,9.0,270000.0,3000.0,3.0,0.0,7499.0
28321,73.0,545.0,2015,4.0,98000.0,1800.0,2.0,0.0,9999.0
28322,31.0,116.0,1995,4.0,400000.0,2000.0,3.0,1.0,900.0
